cidades;cep
Pontal do Parana;83255-000 a 83259-999
Porecatu;86160-000 a 86164-999
Porto Amazonas;84140-000 a 84144-999
Porto Barreiro;85345-000 a 85349-999
Porto Rico;87950-000 a 87954-999
Porto Vitoria;84615-000 a 84619-999
Prado Ferreira;86618-000 a 86619-999
Pranchita;85730-000 a 85739-999
Presidente Castelo Branco;87180-000 a 87184-999
Primeiro de Maio;86140-000 a 86149-999
Prudentopolis;84400-000 a 84429-999
Perola;87540-000 a 87544-999
Perola d'Oeste;85740-000 a 85744-999
Quarto Centenario;87365-000 a 87369-999
Quatigua;86450-000 a 86454-999
Quatro Barras;83420-000 a 83429-999
Quatro Pontes;85940-000 a 85944-999
Quedas do Iguacu;85460-000 a 85464-999
Querencia do Norte;87930-000 a 87949-999
Quinta do Sol;87265-000 a 87269-999
Quitandinha;83840-000 a 83849-999
Ramilandia;85888-000 a 85889-999
Rancho Alegre;86290-000 a 86299-999
Rancho Alegre d'Oeste;87395-000 a 87399-999
Realeza;85770-000 a 85779-999
Reboucas;84550-000 a 84559-999
Renascenca;85610-000 a 85614-999
Reserva;84320-000 a 84344-999
Reserva do Iguacu;85195-000 a 85199-999
Ribeirao Claro;86410-000 a 86419-999
Ribeirao do Pinhal;86490-000 a 86599-999
Rio Azul;84560-000 a 84569-999
Rio Bom;86830-000 a 86839-999
Rio Bonito do Iguacu;85340-000 a 85344-999
Rio Branco do Ivai;86848-000 a 86849-999
Rio Branco do Sul;83540-000 a 83559-999
Rio Negro;83880-000 a 83899-999
Rolandia;86600-001 a 86609-999
Roncador;87320-000 a 87324-999
Rondon;87800-000 a 87809-999
Rosario do Ivai;86850-000 a 86854-999
Sabaudia;86720-000 a 86729-999
Salgado Filho;85620-000 a 85627-999
Salto do Itarare;84945-000 a 84949-999
Salto do Lontra;85670-000 a 85679-999
Santa Amelia;86370-000 a 86374-999
Santa Cecilia do Pavao;86225-000 a 86229-999
Santa Cruz de Monte Castelo;87920-000 a 87929-999
Santa Fe;86770-000 a 86779-999
Santa Helena;85892-000 a 85895-999
Santa Ines;86660-000 a 86669-999
Santa Isabel do Ivai;87910-000 a 87914-999
Santa Izabel do Oeste;85650-000 a 85659-999
Santa Lucia;85795-000 a 85799-999
Santa Maria do Oeste;85230-000 a 85239-999
Santa Mariana;86350-000 a 86359-999
Santa Monica;87915-000 a 87919-999
Santa Tereza do Oeste;85825-000 a 85825-999
Santa Terezinha de Itaipu;85875-000 a 85876-999
Santana do Itarare;84970-000 a 84979-999
Santo Antonio da Platina;86430-000 a 86449-999
Santo Antonio do Caiua;87730-000 a 87739-999
Santo Antonio do Paraiso;86315-000 a 86319-999
Santo Antonio do Sudoeste;85710-000 a 85726-999
Santo Inacio;86650-000 a 86659-999
Sapopema;84290-000 a 84299-999
Sarandi;87110-001 a 87119-999
Saudade do Iguacu;85568-000 a 85569-999
Senges;84220-000 a 84239-999
Serranopolis do Iguacu;85885-000 a 85886-999
Sertaneja;86340-000 a 86349-999
Sertanopolis;86170-000 a 86179-999
Siqueira Campos;84940-000 a 84944-999
Sulina;85565-000 a 85567-999
Sao Carlos do Ivai;87770-000 a 87779-999
Sao Jeronimo da Serra;86270-000 a 86279-999
Sao Jorge D'Oeste;85575-000 a 85579-999
Sao Jorge do Ivai;87190-000 a 87199-999
Sao Jorge do Patrocinio;87555-000 a 87559-999
Sao Jose da Boa Vista;84980-000 a 84989-999
Sao Jose das Palmeiras;85898-000 a 85899-999
Sao Jose dos Pinhais;83000-001 a 83189-999
Sao Jose dos Pinhais;83000-001 a 83149-999
Sao Joao;85570-000 a 85574-999
Sao Joao do Caiua;87740-000 a 87749-999
Sao Joao do Ivai;86930-000 a 86934-999
Sao Joao do Triunfo;84150-000 a 84159-999
Sao Manoel do Parana;87215-000 a 87219-999
Sao Mateus do Sul;83900-000 a 83979-999
Sao Miguel do Iguacu;85877-000 a 85879-999
Sao Pedro do Iguacu;85929-000 a 85929-999
Sao Pedro do Ivai;86945-000 a 86949-999
Sao Pedro do Parana;87955-000 a 87959-999
Sao Sebastiao da Amoreira;86240-000 a 86249-999
Sao Tome;87220-000 a 87224-999
Tamarana;86125-000 a 86129-999
Tamboara;87760-000 a 87769-999
Tapejara;87430-000 a 87449-999
Tapira;87830-000 a 87839-999
Teixeira Soares;84530-000 a 84534-999
Telemaco Borba;84260-001 a 84279-999
Telemaco Borba;84260-001 a 84274-999
Terra Boa;87240-000 a 87249-999
Terra Rica;87890-000 a 87899-999
Terra Roxa;85990-000 a 85997-999
Tibagi;84300-000 a 84319-999
Tijucas do Sul;83190-000 a 83199-999
Toledo;85900-001 a 85928-999
Toledo;85900-001 a 85919-999
Tomazina;84935-000 a 84939-999
Tres Barras do Parana;85485-000 a 85499-999
Tunas do Parana;83480-000 a 83489-999
Tuneiras do Oeste;87450-000 a 87469-999
Tupassi;85945-000 a 85947-999
Turvo;85150-000 a 85154-999
Ubirata;85440-000 a 85449-999
Umuarama;87500-001 a 87524-999
Umuarama;87500-001 a 87515-999
Uniflor;87640-000 a 87649-999
Uniao da Vitoria;84600-001 a 84614-999
Uniao da Vitoria;84600-001 a 84612-999
Urai;86280-000 a 86289-999
Ventania;84345-000 a 84349-999
Vera Cruz do Oeste;85845-000 a 85849-999
Vere;85585-000 a 85597-999
Virmond;85390-000 a 85399-999
Vitorino;85520-000 a 85524-999
Wenceslau Braz;84950-000 a 84969-999
Xambre;87535-000 a 87537-999
angulo;86755-000 a 86759-999
Angra dos Reis;23900-001 a 23969-999
Angra dos Reis;23900-001 a 23959-999
Aperibe;28495-000 a 28499-999
Araruama;28970-001 a 28989-999
Areal;25845-000 a 25849-999
Armacao dos Buzios;28950-001 a 28959-999
Arraial do Cabo;28930-000 a 28939-999
Barra Mansa;27300-001 a 27399-999
Barra do Pirai;27000-001 a 27174-999
Barra do Pirai;27000-001 a 27150-999
Belford Roxo;26100-001 a 26199-999
Bom Jardim;28660-000 a 28679-999
Bom Jesus do Itabapoana;28360-000 a 28374-999
Cabo Frio;28900-001 a 28929-999
Cachoeiras de Macacu;28680-000 a 28699-999
Cambuci;28430-000 a 28454-999
Campos dos Goytacazes;28000-001 a 28179-999
Campos dos Goytacazes;28000-001 a 28099-999
Cantagalo;28500-000 a 28539-999
Carapebus;27998-000 a 27999-999
Cardoso Moreira;28180-000 a 28199-999
Carmo;28640-000 a 28649-999
Casimiro de Abreu;28860-000 a 28889-999
Comendador Levy Gasparian;25870-000 a 25879-999
Conceicao de Macabu;28740-000 a 28749-999
Cordeiro;28540-000 a 28544-999
Duas Barras;28650-000 a 28659-999
Duque de Caxias;25000-001 a 25499-999
Engenheiro Paulo de Frontin;26650-000 a 26699-999
Guapimirim;25940-001 a 25949-999
Iguaba Grande;28960-000 a 28969-999
Itaborai;24800-001 a 24889-999
Itaguai;23800-001 a 23859-999
Italva;28250-000 a 28299-999
Itaocara;28570-000 a 28599-999
Itaperuna;28300-000 a 28349-999
Itatiaia;27580-000 a 27599-999
Japeri;26400-001 a 26499-999
Laje do Muriae;28350-000 a 28359-999
Macae;27900-001 a 27997-999
Macae;27900-001 a 27979-999
Macuco;28545-000 a 28549-999
Mage;25900-001 a 25939-999
Mangaratiba;23860-000 a 23889-999
Marica;24900-001 a 24999-999
Mendes;26700-000 a 26899-999
Mesquita;26550-001 a 26599-999
Miguel Pereira;26900-000 a 26949-999
Miracema;28460-000 a 28469-999
Natividade;28380-000 a 28389-999
Nilopolis;26500-001 a 26549-999
Niteroi;24000-001 a 24399-999
Nova Friburgo;28600-001 a 28636-999
Nova Iguacu;26000-001 a 26099-999
Nova Iguacu;26200-000 a 26299-999
Paracambi;26600-000 a 26649-999
Paraty;23970-000 a 23999-999
Paraiba do Sul;25850-000 a 25869-999
Paty do Alferes;26950-000 a 26999-999
Petropolis;25600-001 a 25779-999
Pinheiral;27197-000 a 27199-999
Pirai;27175-000 a 27196-999
Porciuncula;28390-000 a 28399-999
Porto Real;27570-000 a 27579-999
Quatis;27400-001 a 27459-999
Queimados;26300-001 a 26399-999
Quissama;28735-000 a 28739-999
Resende;27500-001 a 27569-999
Resende;27500-001 a 27549-999
Rio Bonito;28800-000 a 28819-999
Rio Claro;27460-000 a 27499-999
Rio das Flores;27660-000 a 27699-999
Rio das Ostras;28890-001 a 28899-999
Rio de Janeiro;20000-001 a 23799-999
Santa Maria Madalena;28770-000 a 28799-999
Santo Antonio de Padua;28470-000 a 28494-999
Sapucaia;25880-000 a 25899-999
Saquarema;28990-001 a 28999-999
Seropedica;23890-001 a 23899-999
Silva Jardim;28820-000 a 28859-999
Sumidouro;28637-000 a 28639-999
Sao Fidelis;28400-000 a 28429-999
Sao Francisco de Itabapoana;28230-000 a 28249-999
Sao Goncalo;24400-001 a 24799-999
Sao Jose de Uba;28455-000 a 28459-999
Sao Jose do Vale do Rio Preto;25780-000 a 25799-999
Sao Joao da Barra;28200-000 a 28229-999
Sao Joao de Meriti;25500-001 a 25599-999
Sao Pedro da Aldeia;28940-001 a 28949-999
Sao Sebastiao do Alto;28550-000 a 28569-999
Tangua;24890-000 a 24899-999
Teresopolis;25950-001 a 25999-999
Teresopolis;25950-001 a 25995-999
Trajano de Moraes;28750-000 a 28769-999
Tres Rios;25800-001 a 25844-999
Tres Rios;25800-001 a 25829-999
Valenca;27600-000 a 27659-999
Varre-Sai;28375-000 a 28379-999
Vassouras;27700-000 a 27899-999
Volta Redonda;27200-001 a 27299-999
Acari;59370-000 a 59373-999
Afonso Bezerra;59510-000 a 59512-999
Alexandria;59965-000 a 59969-999
Almino Afonso;59760-000 a 59769-999
Alto do Rodrigues;59507-000 a 59507-999
Angicos;59515-000 a 59516-999
Antonio Martins;59870-000 a 59879-999
Apodi;59700-000 a 59729-999
Areia Branca;59655-000 a 59659-999
Arez;59170-000 a 59172-999
Acu;59650-000 a 59654-999
Barauna;59695-000 a 59699-999
Barcelona;59410-000 a 59419-999
Baia Formosa;59194-000 a 59195-999
Bento Fernandes;59555-000 a 59559-999
Boa Saude;59260-000 a 59269-999
Bodo;59528-000 a 59529-999
Bom Jesus;59270-000 a 59274-999
Brejinho;59219-000 a 59219-999
Caico;59300-000 a 59309-999
Caicara do Norte;59592-000 a 59593-999
Caicara do Rio do Vento;59540-000 a 59543-999
Campo Grande;59680-000 a 59684-999
Campo Redondo;59230-000 a 59234-999
Canguaretama;59190-000 a 59191-999
Caraubas;59780-000 a 59789-999
Carnaubais;59665-000 a 59667-999
Carnauba dos Dantas;59374-000 a 59374-999
Ceara-Mirim;59570-000 a 59574-999
Cerro Cora;59395-000 a 59399-999
Coronel Ezequiel;59220-000 a 59224-999
Coronel Joao Pessoa;59930-000 a 59939-999
Cruzeta;59375-000 a 59377-999
Currais Novos;59380-000 a 59389-999
Doutor Severiano;59910-000 a 59919-999
Encanto;59905-000 a 59907-999
Equador;59355-000 a 59359-999
Espirito Santo;59180-000 a 59181-999
Extremoz;59575-000 a 59577-999
Felipe Guerra;59795-000 a 59799-999
Fernando Pedroza;59517-000 a 59517-999
Florania;59335-000 a 59337-999
Francisco Dantas;59902-000 a 59904-999
Frutuoso Gomes;59890-000 a 59899-999
Galinhos;59596-000 a 59597-999
Goianinha;59173-000 a 59177-999
Governador Dix-Sept Rosado;59790-000 a 59794-999
Grossos;59675-000 a 59677-999
Guamare;59598-000 a 59599-999
Ielmo Marinho;59490-000 a 59499-999
Ipanguacu;59508-000 a 59509-999
Ipueira;59315-000 a 59317-999
Itaja;59513-000 a 59514-999
Itau;59855-000 a 59855-999
Jandaira;59594-000 a 59595-999
Janduis;59690-000 a 59694-999
Japi;59213-000 a 59213-999
Jardim de Angicos;59544-000 a 59546-999
Jardim de Piranhas;59324-000 a 59326-999
Jardim do Serido;59343-000 a 59346-999
Jacana;59225-000 a 59226-999
Jose da Penha;59980-000 a 59986-999
Joao Camara;59550-000 a 59554-999
Joao Dias;59880-000 a 59889-999
Jucurutu;59330-000 a 59334-999
Jundia;59188-000 a 59189-999
Lagoa D'Anta;59227-000 a 59229-999
Lagoa Nova;59390-000 a 59394-999
Lagoa Salgada;59247-000 a 59249-999
Lagoa de Pedras;59244-000 a 59244-999
Lagoa de Velhos;59430-000 a 59439-999
Lajes;59535-000 a 59539-999
Lajes Pintadas;59235-000 a 59239-999
Lucrecia;59805-000 a 59807-999
Luis Gomes;59940-000 a 59944-999
Macau;59500-000 a 59503-999
Macaiba;59280-000 a 59289-999
Major Sales;59945-000 a 59949-999
Marcelino Vieira;59970-000 a 59979-999
Martins;59800-000 a 59804-999
Maxaranguape;59580-000 a 59581-999
Messias Targino;59775-000 a 59779-999
Montanhas;59198-000 a 59199-999
Monte Alegre;59182-000 a 59183-999
Monte das Gameleiras;59217-000 a 59217-999
Mossoro;59600-001 a 59649-999
Natal;59000-001 a 59139-999
Nova Cruz;59215-000 a 59216-999
Nisia Floresta;59164-000 a 59167-999
Olho-D'Agua do Borges;59730-000 a 59739-999
Ouro Branco;59347-000 a 59349-999
Parana;59950-000 a 59954-999
Parazinho;59586-000 a 59587-999
Parau;59660-000 a 59662-999
Parelhas;59360-000 a 59369-999
Parnamirim;59140-001 a 59161-999
Passa e Fica;59218-000 a 59218-999
Passagem;59259-000 a 59259-999
Patu;59770-000 a 59774-999
Pau dos Ferros;59900-000 a 59901-999
Pedra Grande;59588-000 a 59589-999
Pedra Preta;59547-000 a 59549-999
Pedro Avelino;59530-000 a 59534-999
Pedro Velho;59196-000 a 59197-999
Pendencias;59504-000 a 59506-999
Piloes;59960-000 a 59964-999
Portalegre;59810-000 a 59814-999
Porto do Mangue;59668-000 a 59669-999
Poco Branco;59560-000 a 59564-999
Pureza;59582-000 a 59583-999
Rafael Fernandes;59990-000 a 59994-999
Rafael Godeiro;59740-000 a 59759-999
Riacho da Cruz;59820-000 a 59829-999
Riacho de Santana;59987-000 a 59989-999
Riachuelo;59470-000 a 59479-999
Rio do Fogo;59578-000 a 59579-999
Rodolfo Fernandes;59830-000 a 59839-999
Ruy Barbosa;59420-000 a 59429-999
Santa Cruz;59200-000 a 59209-999
Santa Maria;59464-000 a 59469-999
Santana do Matos;59520-000 a 59527-999
Santana do Serido;59350-000 a 59354-999
Santo Antonio;59255-000 a 59257-999
Senador Eloi de Souza;59250-000 a 59254-999
Senador Georgino Avelino;59168-000 a 59169-999
Serra Caiada;59245-000 a 59246-999
Serra Negra do Norte;59318-000 a 59319-999
Serra de Sao Bento;59214-000 a 59214-999
Serra do Mel;59663-000 a 59664-999
Serrinha;59258-000 a 59258-999
Serrinha dos Pintos;59808-000 a 59809-999
Severiano Melo;59856-000 a 59864-999
Sao Bento do Norte;59590-000 a 59591-999
Sao Bento do Trairi;59210-000 a 59212-999
Sao Fernando;59327-000 a 59329-999
Sao Francisco do Oeste;59908-000 a 59909-999
Sao Goncalo do Amarante;59290-001 a 59299-999
Sao Goncalo do Amarante;59290-001 a 59298-999
Sao Jose de Mipibu;59162-000 a 59163-999
Sao Jose do Campestre;59275-000 a 59279-999
Sao Jose do Serido;59378-000 a 59379-999
Sao Joao do Sabugi;59310-000 a 59314-999
Sao Miguel;59920-000 a 59924-999
Sao Miguel do Gostoso;59585-000 a 59585-999
Sao Paulo do Potengi;59460-000 a 59463-999
Sao Pedro;59480-000 a 59489-999
Sao Rafael;59518-000 a 59519-999
Sao Tome;59400-000 a 59409-999
Sao Vicente;59340-000 a 59342-999
Sitio Novo;59440-000 a 59459-999
Taboleiro Grande;59840-000 a 59854-999
Taipu;59565-000 a 59569-999
Tangara;59240-000 a 59243-999
Tenente Ananias;59955-000 a 59959-999
Tenente Laurentino Cruz;59338-000 a 59339-999
Tibau;59678-000 a 59679-999
Tibau do Sul;59178-000 a 59179-999
Timbauba dos Batistas;59320-000 a 59323-999
Touros;59584-000 a 59584-999
Triunfo Potiguar;59685-000 a 59689-999
Umarizal;59865-000 a 59869-999
Upanema;59670-000 a 59674-999
Venha-Ver;59925-000 a 59929-999
Vera Cruz;59184-000 a 59184-999
Vila Flor;59192-000 a 59193-999
Vicosa;59815-000 a 59819-999
Varzea;59185-000 a 59186-999
Agua Nova;59995-000 a 59999-999
Alta Floresta D'Oeste;76954-000 a 76955-999
Alto Alegre dos Parecis;76952-000 a 76953-999
Alto Paraiso;76862-000 a 76862-999
Alvorada D'Oeste;76930-000 a 76931-999
Ariquemes;76870-001 a 76879-999
Ariquemes;76870-001 a 76878-999
Buritis;76880-000 a 76886-999
Cabixi;76994-000 a 76994-999
Cacaulandia;76889-000 a 76889-999
Cacoal;76960-001 a 76969-999
Campo Novo de Rondonia;76887-000 a 76887-999
Candeias do Jamari;76860-000 a 76860-999
Castanheiras;76948-000 a 76949-999
Cerejeiras;76997-000 a 76998-999
Chupinguaia;76990-000 a 76992-999
Colorado do Oeste;76993-000 a 76993-999
Corumbiara;76995-000 a 76996-999
Costa Marques;76937-000 a 76939-999
Cujubim;76864-000 a 76865-999
Espigao D'Oeste;76974-000 a 76975-999
Governador Jorge Teixeira;76898-000 a 76899-999
Guajara-Mirim;76850-000 a 76856-999
Itapua do Oeste;76861-000 a 76861-999
Jaru;76890-000 a 76897-999
Ji-Parana;76900-001 a 76915-999
Ji-Parana;76900-001 a 76914-999
Machadinho D'Oeste;76868-000 a 76869-999
Ministro Andreazza;76919-000 a 76919-999
Mirante da Serra;76926-000 a 76927-999
Monte Negro;76888-000 a 76888-999
Nova Brasilandia D'Oeste;76958-000 a 76959-999
Nova Mamore;76857-000 a 76859-999
Nova Uniao;76924-000 a 76925-999
Novo Horizonte do Oeste;76956-000 a 76957-999
Ouro Preto do Oeste;76920-000 a 76922-999
Parecis;76979-000 a 76979-999
Pimenta Bueno;76970-000 a 76973-999
Pimenteiras do Oeste;76999-000 a 76999-999
Porto Velho;76800-001 a 76849-999
Porto Velho;76800-001 a 76834-999
Presidente Medici;76916-000 a 76918-999
Primavera de Rondonia;76976-000 a 76976-999
Rio Crespo;76863-000 a 76863-999
Rolim de Moura;76940-000 a 76947-999
Santa Luzia D'Oeste;76950-000 a 76951-999
Seringueiras;76934-000 a 76934-999
Sao Felipe D'Oeste;76977-000 a 76978-999
Sao Francisco do Guapore;76935-000 a 76936-999
Sao Miguel do Guapore;76932-000 a 76933-999
Teixeiropolis;76928-000 a 76928-999
Theobroma;76866-000 a 76866-999
Urupa;76929-000 a 76929-999
Vale do Anari;76867-000 a 76867-999
Vale do Paraiso;76923-000 a 76923-999
Vilhena;76980-001 a 76989-999
Vilhena;76980-001 a 76988-999
Alto Alegre;69350-000 a 69354-999
Amajari;69343-000 a 69344-999
Boa Vista;69300-001 a 69339-999
Bonfim;69380-000 a 69389-999
Canta;69390-000 a 69399-999
Caracarai;69360-000 a 69369-999
Caroebe;69378-000 a 69379-999
Iracema;69348-000 a 69349-999
Mucajai;69340-000 a 69342-999
Normandia;69355-000 a 69357-999
Pacaraima;69345-000 a 69347-999
Rorainopolis;69373-000 a 69374-999
Sao Joao da Baliza;69375-000 a 69377-999
Sao Luiz;69370-000 a 69372-999
Uiramuta;69358-000 a 69359-999
Acegua;96445-000 a 96449-999
Agudo;96540-000 a 96544-999
Ajuricaba;98750-000 a 98757-999
Alecrim;98950-000 a 98954-999
Alegrete;97540-001 a 97559-999
Alegrete;97540-001 a 97551-999
Alegria;98905-000 a 98909-999
Almirante Tamandare do Sul;99523-000 a 99524-999
Alpestre;98480-000 a 98499-999
Alto Alegre;99430-000 a 99434-999
Alto Feliz;95773-000 a 95774-999
Alvorada;94800-001 a 94899-999
Alvorada;94800-001 a 94889-999
Amaral Ferrador;96635-000 a 96639-999
Ametista do Sul;98465-000 a 98469-999
Andre da Rocha;95310-000 a 95314-999
Anta Gorda;95980-000 a 95984-999
Antonio Prado;95250-000 a 95254-999
Arambare;96178-000 a 96179-999
Ararica;93880-000 a 93889-999
Aratiba;99770-000 a 99789-999
Arroio Grande;96330-000 a 96359-999
Arroio do Meio;95940-000 a 95944-999
Arroio do Padre;96155-000 a 96159-999
Arroio do Sal;95585-000 a 95587-999
Arroio do Tigre;96950-000 a 96989-999
Arroio dos Ratos;96740-000 a 96744-999
Arvorezinha;95995-000 a 95996-999
Augusto Pestana;98740-000 a 98749-999
Bage;96400-001 a 96444-999
Bage;96400-001 a 96429-999
Balneario Pinhal;95599-000 a 95599-999
Barra Funda;99585-000 a 99589-999
Barra do Guarita;98530-000 a 98534-999
Barra do Quarai;97538-000 a 97539-999
Barra do Ribeiro;92870-000 a 92899-999
Barra do Rio Azul;99795-000 a 99799-999
Barracao;95370-000 a 95379-999
Barros Cassal;99360-000 a 99369-999
Barao;95730-000 a 95734-999
Barao de Cotegipe;99740-000 a 99749-999
Barao do Triunfo;96735-000 a 96739-999
Benjamin Constant do Sul;99650-000 a 99654-999
Bento Goncalves;95700-001 a 95714-999
Bento Goncalves;95700-001 a 95709-999
Boa Vista das Missoes;98335-000 a 98337-999
Boa Vista do Burica;98918-000 a 98918-999
Boa Vista do Cadeado;98118-000 a 98119-999
Boa Vista do Incra;98120-000 a 98124-999
Boa Vista do Sul;95727-000 a 95729-999
Bom Jesus;95290-000 a 95299-999
Bom Principio;95765-000 a 95767-999
Bom Progresso;98575-000 a 98579-999
Bom Retiro do Sul;95870-000 a 95874-999
Boqueirao do Leao;95920-000 a 95922-999
Bossoroca;97850-000 a 97869-999
Bozano;98733-000 a 98734-999
Braga;98560-000 a 98569-999
Brochier;95790-000 a 95792-999
Butia;96750-000 a 96754-999
Cacequi;97450-000 a 97499-999
Cachoeira do Sul;96500-001 a 96529-999
Cachoeira do Sul;96500-001 a 96510-999
Cachoeirinha;94900-001 a 94999-999
Cacique Doble;99860-000 a 99869-999
Caibate;97930-000 a 97934-999
Caicara;98440-000 a 98449-999
Camaqua;96780-001 a 96799-999
Camaqua;96780-001 a 96792-999
Camargo;99165-000 a 99169-999
Cambara do Sul;95480-000 a 95499-999
Campestre da Serra;95255-000 a 95259-999
Campina das Missoes;98975-000 a 98979-999
Campinas do Sul;99660-000 a 99664-999
Campo Bom;93700-000 a 93799-999
Campo Novo;98570-000 a 98574-999
Campos Borges;99435-000 a 99439-999
Candelaria;96930-000 a 96949-999
Candiota;96495-000 a 96499-999
Canela;95680-000 a 95689-999
Cangucu;96600-000 a 96609-999
Canoas;92000-001 a 92479-999
Canoas;92000-001 a 92449-999
